Latitude,Longitude,Amenity
45.4416164,9.2211969,bicycle_parking
45.4440922,9.2160937,bicycle_parking
45.4616098,9.2326079,taxi
45.4676716,9.2230517,pub
45.4471385,9.2215767,nightclub
45.4536701,9.215598,pub
45.4516365,9.2049095,restaurant
45.4519271,9.2043152,restaurant
45.4520738,9.205018,restaurant
45.4512244,9.2060963,restaurant
45.4428204,9.2189047,restaurant
45.4433936,9.217669,cafe
45.4416547,9.2204427,cafe
45.4640663,9.2242211,drinking_water
45.4630494,9.2259045,drinking_water
45.4629508,9.2207483,drinking_water
45.4410074,9.2217571,restaurant
45.4409434,9.2218751,restaurant
45.4412585,9.2220406,cafe
45.4623356,9.2176495,pharmacy
45.4408208,9.2143595,taxi
45.4436732,9.2140686,restaurant
45.4517674,9.2094303,parking_entrance
45.4517295,9.2094117,parking_entrance
45.4516922,9.2094344,parking_entrance
45.4411476,9.2146149,telephone
45.4591133,9.2137858,restaurant
45.4591709,9.2136753,cafe
45.4585842,9.2133385,cafe
45.4591573,9.2138144,post_box
45.4579166,9.212767,restaurant
45.457542,9.2130036,pharmacy
45.4544415,9.2094294,taxi
45.4499539,9.2079552,car_rental
45.4578666,9.2234887,restaurant
45.4636423,9.2300088,bar
45.4648651,9.2300155,pub
45.4625476,9.2281885,bar
45.4641371,9.2304178,restaurant
45.4656881,9.2304286,bank
45.4676831,9.2299907,telephone
45.4533243,9.2089365,cafe
45.4470041,9.2146266,drinking_water
45.4475724,9.2140265,parking_entrance
45.4476834,9.2136465,parking_entrance
45.4439796,9.2237293,fuel
45.4504734,9.2217868,post_office
45.44949,9.226579,drinking_water
45.4503464,9.2248587,drinking_water
45.4617525,9.2205144,drinking_water
45.460995,9.2105817,cafe
45.4464478,9.2141581,drinking_water
45.4505732,9.2123682,cafe
45.4497007,9.2117074,pharmacy
45.4498927,9.211847,fast_food
45.4505251,9.2123848,post_box
45.462399,9.2086093,ice_cream
45.4670326,9.2303808,pharmacy
45.4506916,9.2054659,bar
45.4373001,9.2351517,restaurant
45.4369821,9.2312329,bank
45.4371523,9.2305729,restaurant
45.4548884,9.22064,bench
45.453962,9.2207049,bench
45.4540523,9.2206943,bench
45.4613781,9.2119063,bar
45.4508509,9.2235533,taxi
45.4557425,9.2438206,bank
45.4528655,9.2465662,fountain
45.457635,9.219858,bank
45.4576331,9.2202798,restaurant
45.4576205,9.2200902,post_box
45.4540416,9.2158882,restaurant
45.4538761,9.2157834,bank
45.4549523,9.2165102,ice_cream
45.455228,9.2160181,bank
45.4675567,9.2104751,parking_entrance
45.4671118,9.2303948,bar
45.4688931,9.2348967,telephone
45.4683411,9.2350121,recycling
45.4680495,9.2327242,recycling
45.4672737,9.2179844,townhall
45.4674675,9.2165068,parking_entrance
45.4579623,9.2244339,arts_centre
45.4344595,9.2366128,cafe
45.4637896,9.2304331,pharmacy
45.4575876,9.2191361,restaurant
45.4564591,9.2191463,bar
45.4623506,9.2136105,bank
45.4276543,9.2496533,restaurant
45.4620203,9.220265,motorcycle_parking
45.4487169,9.2209527,recycling
45.4504788,9.2247738,recycling
45.4434225,9.2220601,recycling
45.4576517,9.2551997,toilets
45.4517365,9.2515244,post_office
45.4516132,9.2515569,bank
45.4588778,9.24242,veterinary
45.458747,9.2421925,doctors
45.4588322,9.2423278,doctors
45.4547248,9.2463756,veterinary
45.4582513,9.2411985,drinking_water
45.4647001,9.258679,bench
45.4649046,9.2586341,bench
45.4646317,9.2586941,waste_basket
45.4616022,9.2204412,bench
45.4616762,9.2204438,bench
45.4440821,9.2222329,pharmacy
45.4489657,9.2117127,clock
45.4617125,9.2115439,bank
45.4623167,9.2354523,bank
45.4600271,9.2219202,parking_entrance
45.4600274,9.2217271,parking_entrance
45.4555208,9.2204484,bench
45.4374969,9.2195244,pharmacy
45.4377357,9.2201692,telephone
45.4576528,9.2078244,restaurant
45.4439152,9.2142326,telephone
45.4491507,9.2170643,restaurant
45.4585677,9.2420452,pharmacy
45.4586068,9.2419707,post_box
45.457499,9.2057955,bar
45.4607934,9.2316583,fuel
45.4531836,9.2151997,bank
45.4531704,9.2151069,clock
45.4531915,9.2151859,atm
45.4675844,9.2141133,clock
45.4479324,9.2219729,community_centre
45.4292859,9.2565687,cafe
45.428921,9.2559159,cafe
45.4574784,9.2062256,cafe
45.4574236,9.2069239,restaurant
45.4576153,9.2058871,cafe
45.4612677,9.2324651,bicycle_parking
45.4561236,9.237879,cafe
45.4457431,9.2483829,pharmacy
45.445143,9.24847,restaurant
45.4457064,9.2473085,cafe
45.4457409,9.2482722,veterinary
45.4457461,9.2482093,cafe
45.4457248,9.2478262,cafe
45.4457117,9.2476935,fast_food
45.4456737,9.2469389,cafe
45.4456151,9.2457841,bank
45.4456245,9.2455044,cafe
45.4456182,9.2450587,telephone
45.4456148,9.2451996,toilets
45.4456022,9.2445158,bank
45.4455094,9.2429598,pharmacy
45.4399188,9.2187545,social_facility
45.4446352,9.2464417,restaurant
45.4520299,9.2226039,cafe
45.4662263,9.2132989,post_box
45.4662652,9.2132644,cafe
45.443484,9.2193933,bicycle_parking
45.463141,9.2303829,restaurant
45.4675344,9.2151735,ice_cream
45.4633081,9.2303866,bank
45.4625289,9.2304619,bank
45.4555639,9.2115885,ice_cream
45.4622405,9.2360675,restaurant
45.4513115,9.2593973,restaurant
45.4649844,9.2110652,post_box
45.464774,9.2111596,bank
45.4649462,9.2111247,bar
45.462406,9.2160594,bicycle_rental
45.4623358,9.2168733,post_box
45.4628681,9.217081,bar
45.4676318,9.2235374,recycling
45.4675747,9.2232568,bar
45.4633456,9.2252206,bench
45.4634822,9.2249021,bench
45.4634932,9.2250102,bench
45.4635239,9.2249895,bench
45.4633346,9.2251496,bench
45.4634529,9.2249594,bench
45.4635331,9.2249458,bench
45.4633699,9.2251999,bench
45.4637432,9.2254656,bench
45.4552569,9.2080626,bicycle_rental
45.4632498,9.2282205,car_wash
45.463134,9.2279989,bar
45.4638744,9.227912,post_box
45.4654929,9.2293601,vending_machine
45.4655259,9.2349793,bar
45.4643262,9.231384,restaurant
45.4664481,9.2317786,bar
45.4658872,9.2254001,fountain
45.4522846,9.2192856,fast_food
45.4381862,9.2245669,restaurant
45.4650896,9.2237184,recycling
45.4655646,9.2169525,post_box
45.465701,9.217261,bicycle_parking
45.4552918,9.208084,clock
45.4544997,9.2091488,drinking_water
45.4540199,9.2086928,clock
45.4545201,9.2090852,toilets
45.4548459,9.2090882,bar
45.4612058,9.2438801,ice_cream
45.4615018,9.2438218,fast_food
45.4615428,9.2441085,pharmacy
45.4611895,9.244294,restaurant
45.4614769,9.244236,cafe
45.4541198,9.2133409,pub
45.4448053,9.2462564,cafe
45.4448034,9.2463482,post_box
45.4447342,9.2453134,restaurant
45.430443,9.2454935,restaurant
45.4260975,9.2514483,cafe
45.4260261,9.2515285,fast_food
45.4257561,9.2518817,fast_food
45.4253705,9.2521869,restaurant
45.4598258,9.2389094,post_box
45.4598178,9.2389494,childcare
45.4587095,9.242552,parking
45.458246,9.2481222,post_box
45.4582629,9.2482022,cafe
45.4569005,9.2419683,telephone
45.4569191,9.2421952,cafe
45.4563364,9.2430066,pharmacy
45.4553233,9.2443964,cafe
45.4544207,9.2456108,cafe
45.4519734,9.2403054,bench
45.4519971,9.2402669,bench
45.4638085,9.2096723,parking_entrance
45.4634242,9.2108415,parking
45.4661491,9.2074233,parking_entrance
45.4353144,9.2412025,parking
45.461869,9.2111934,cafe
45.4298321,9.246761,restaurant
45.4620419,9.2096837,bar
45.4568189,9.2235176,cafe
45.4571106,9.2234772,arts_centre
45.4577567,9.2079204,pub
45.4579274,9.2080681,restaurant
45.4485072,9.2205962,restaurant
45.4288324,9.2573388,waste_basket
45.4528696,9.2139253,bench
45.4530728,9.2133942,bench
45.4532902,9.2128685,bench
45.4635833,9.2118562,restaurant
45.442047,9.2173833,college
45.4421071,9.2191017,parking
45.4403341,9.2209133,parking_entrance
45.4410719,9.2204872,bar
45.4414662,9.2207355,restaurant
45.4416657,9.2212049,bank
45.4414918,9.2237729,bar
45.4457181,9.2131994,bicycle_parking
45.4661979,9.2149093,restaurant
45.4667061,9.2100141,restaurant
45.4503799,9.2066415,restaurant
45.4576105,9.2094733,pub
45.4585645,9.2109433,cafe
45.4563152,9.212146,cafe
45.4572643,9.2127966,restaurant
45.4569653,9.2125792,cafe
45.4573547,9.2128903,cafe
45.4578721,9.21329,restaurant
45.4519177,9.2045941,cafe
45.4521021,9.2054417,cafe
45.4516637,9.2053692,restaurant
45.4518368,9.2051091,restaurant
45.4592394,9.2153615,bench
45.4592798,9.2153696,bench
45.4593823,9.2153599,bench
45.4593466,9.215362,bench
45.4592478,9.215086,bench
45.4594199,9.2153585,bench
45.4593113,9.2153663,bench
45.4592055,9.2153367,bench
45.4592196,9.2151329,bench
45.4565895,9.2115936,waste_basket
45.4558218,9.2109286,cafe
45.4454835,9.213597,cafe
45.4467051,9.2137951,bench
45.4466675,9.2141438,bench
45.4466437,9.2141176,bench
45.446675,9.2138219,bench
45.4466336,9.2140526,bench
45.4442722,9.2663108,restaurant
45.4593566,9.2071614,restaurant
45.4595706,9.2074251,cafe
45.4606115,9.2080089,bank
45.4584498,9.2074108,cafe
45.458145,9.2081699,cafe
45.4583067,9.2076947,restaurant
45.4519325,9.2281027,post_box
45.4507742,9.2261743,fuel
45.4489031,9.211924,school
45.4487677,9.2123044,childcare
45.4488276,9.212151,kindergarten
45.4589368,9.2091814,bank
45.4570708,9.2086979,parking_entrance
45.4574376,9.2081849,parking_entrance
45.4522019,9.2055171,restaurant
45.4547674,9.2135465,post_box
45.457592,9.2199123,clock
45.4576339,9.2200564,bar
45.4578902,9.2191425,bar
45.457893,9.2187589,cafe
45.4570301,9.2174534,bank
45.4560792,9.2260857,restaurant
45.4563953,9.2171851,restaurant
45.4640008,9.2161931,vending_machine
45.4350039,9.244265,bench
45.4312279,9.2599594,vending_machine
45.4314572,9.2596311,vending_machine
45.4316147,9.2606332,vending_machine
45.4548329,9.2136403,bicycle_rental
45.4426895,9.2641272,post_box
45.4431735,9.2645823,cafe
45.4401253,9.2632907,drinking_water
45.468952,9.2351856,clock
45.4676465,9.2265891,bank
45.4677086,9.22732,clock
45.4630384,9.2404667,nightclub
45.4607587,9.2248973,recycling
45.4571641,9.2104766,parking_entrance
45.4582827,9.2104609,post_box
45.460745,9.2112079,restaurant
45.4432965,9.2633827,telephone
45.4418471,9.2208362,fast_food
45.4413021,9.2210061,atm
45.4401432,9.223454,bank
45.4596402,9.2073222,post_box
45.4431721,9.2238796,post_box
45.4392849,9.2260477,pharmacy
45.438442,9.2277915,post_box
45.4370773,9.2307362,restaurant
45.4355759,9.234246,bank
45.4346141,9.2362562,kindergarten
45.4345174,9.2364756,fast_food
45.4424887,9.2196507,bar
45.4419256,9.220648,restaurant
45.459459,9.2077458,cafe
45.4426884,9.2193012,bicycle_rental
45.4315499,9.2438375,doctors
45.4423175,9.2198454,bank
45.4421022,9.2202832,fast_food
45.4414666,9.2216244,telephone
45.4414534,9.2216695,vending_machine
45.4402366,9.2232954,bar
45.4404357,9.2228076,bar
45.4335599,9.2381151,taxi
45.4405319,9.2242678,taxi
45.4666894,9.2085783,restaurant
45.4350587,9.2402161,bench
45.4349957,9.2403383,bench
45.435762,9.241481,bench
45.4357639,9.2414261,bench
45.4356717,9.2412718,bench
45.4356642,9.2413295,bench
45.4358331,9.2415735,bench
45.4358587,9.241575,bench
45.4356233,9.2401036,bicycle_parking
45.4326735,9.2398728,bicycle_parking
45.4346697,9.2409398,bicycle_parking
45.4356449,9.2412799,bench
45.4350275,9.2402784,bench
45.4328794,9.2398959,waste_basket
45.4615841,9.2111592,cafe
45.4656234,9.213597,cafe
45.4364085,9.2445827,bench
45.436383,9.2445402,bench
45.4362896,9.2440877,bench
45.4363564,9.2444963,bench
45.4372965,9.2455012,bench
45.4372513,9.2455669,bench
45.4366284,9.2451136,bench
45.4364701,9.2446343,bench
45.4374104,9.2442526,bench
45.4363947,9.2445599,bench
45.4363423,9.2444768,bench
45.4367196,9.2452414,bench
45.4364223,9.2446053,bench
45.4373944,9.2442835,bench
45.4364345,9.2446281,bench
45.4366016,9.2451592,bench
45.4362726,9.2441239,bench
45.4363702,9.244518,bench
45.437496,9.2441225,bench
45.4367008,9.2440608,bench
45.4371497,9.2451364,bench
45.435388,9.2416214,bench
45.4367309,9.2440649,bench
45.4354031,9.2419137,bench
45.435341,9.2416857,bench
45.4365333,9.2434935,bench
45.4371505,9.2450898,bench
45.4365041,9.243507,bench
45.4356017,9.2413478,waste_basket
45.4353325,9.24173,bench
45.4354078,9.2418762,bench
45.4363959,9.2424073,bench
45.4368552,9.2440394,bench
45.4363244,9.2425253,bench
45.4363508,9.2424837,bench
45.4354671,9.2420854,bench
45.4366321,9.2434574,bench
45.4369229,9.2453952,bench
45.4366687,9.2434477,bench
45.4368846,9.2440534,bench
45.4363479,9.2425615,bench
45.436793,9.2432669,bench
45.4373364,9.244202,bench
45.4367723,9.2432991,bench
45.4334661,9.2483909,drinking_water
45.4447603,9.2234764,drinking_water
45.4385154,9.2427024,drinking_water
45.4360454,9.2457376,drinking_water
45.4615866,9.2422605,drinking_water
45.4531793,9.2275083,drinking_water
45.4416971,9.2628328,drinking_water
45.4449366,9.2220161,drinking_water
45.4630558,9.2256525,drinking_water
45.4674607,9.2110915,drinking_water
45.4599556,9.2165434,drinking_water
45.4445721,9.2286987,drinking_water
45.4474744,9.2139837,drinking_water
45.4401315,9.2281617,drinking_water
45.4307568,9.2440429,drinking_water
45.4316807,9.2468536,drinking_water
45.4446951,9.2629756,drinking_water
45.4458249,9.2193929,drinking_water
45.4372202,9.2238229,drinking_water
45.4604654,9.2159556,drinking_water
45.4571707,9.2201009,drinking_water
45.4531252,9.2206448,drinking_water
45.4395539,9.2633767,drinking_water
45.4455719,9.2170083,drinking_water
45.4502606,9.2272706,drinking_water
45.4499607,9.2287026,drinking_water
45.4504262,9.2258568,drinking_water
45.4469119,9.21318,drinking_water
45.4541301,9.2180659,drinking_water
45.4429155,9.2637476,drinking_water
45.4568822,9.2225753,drinking_water
45.4430905,9.2219641,drinking_water
45.4425003,9.2267786,drinking_water
45.4565331,9.2414055,drinking_water
45.4341947,9.2205958,drinking_water
45.4527042,9.220152,drinking_water
45.4438563,9.218568,drinking_water
45.4473648,9.2502885,drinking_water
45.4646341,9.2585537,drinking_water
45.4655883,9.2617569,drinking_water
45.4647213,9.2648832,drinking_water
45.4443161,9.2655505,drinking_water
45.448618,9.2534101,drinking_water
45.4470226,9.2547589,drinking_water
45.4459103,9.2511945,drinking_water
45.4560096,9.2545448,drinking_water
45.4274708,9.2512632,drinking_water
45.4624222,9.2119838,drinking_water
45.4623207,9.2166637,drinking_water
45.4607632,9.2157723,drinking_water
45.4580441,9.2128889,drinking_water
45.4560886,9.2206643,drinking_water
45.4548293,9.2207669,drinking_water
45.458323,9.2413188,drinking_water
45.4528857,9.2393491,drinking_water
45.4552688,9.2399082,drinking_water
45.4532718,9.2289429,drinking_water
45.4602935,9.2451744,drinking_water
45.4445841,9.2455404,drinking_water
45.4430042,9.2297976,drinking_water
45.4677966,9.2333749,drinking_water
45.4674735,9.2300115,drinking_water
45.4496479,9.2285544,drinking_water
45.4509247,9.2511776,bank
45.4344527,9.2238967,pharmacy
45.4619895,9.2294233,restaurant
45.4635625,9.2323587,restaurant
45.4510326,9.2107534,waste_basket
45.4504492,9.2217491,post_box
45.4574912,9.2160971,restaurant
45.4521028,9.2037944,bar
45.4445037,9.2237199,waste_basket
45.4440861,9.2231281,waste_basket
45.4353463,9.2346404,cafe
45.4381172,9.2284143,restaurant
45.4560998,9.223638,post_box
45.4575739,9.2223653,waste_basket
45.4567846,9.2223251,waste_basket
45.4569144,9.2227046,bench
45.4557945,9.2205917,motorcycle_parking
45.4498902,9.2209718,cafe
45.4420209,9.226381,cafe
45.4521243,9.2522773,nightclub
45.4442295,9.215957,fast_food
45.4444545,9.2161877,nightclub
45.4676625,9.2290207,bar
45.4664854,9.2162415,restaurant
45.466562,9.2149251,restaurant
45.4496569,9.2215371,pharmacy
45.4567324,9.2151051,restaurant
45.4683529,9.2343303,vending_machine
45.4410303,9.2628018,bench
45.4427956,9.2637754,bench
45.4506712,9.2514948,cafe
45.4500628,9.252344,bank
45.4630363,9.2371403,vending_machine
45.4361576,9.2222561,cafe
45.4603342,9.2091288,restaurant
45.4338136,9.2382528,atm
45.4338263,9.238164,pharmacy
45.4332895,9.2386787,toilets
45.4335148,9.2385531,cafe
45.4391649,9.2287624,cafe
45.4406923,9.2264457,cafe
45.4407829,9.2258823,cafe
45.440233,9.2248323,restaurant
45.4403095,9.2156716,restaurant
45.433379,9.2382714,post_box
45.4398791,9.2249378,ice_cream
45.4361735,9.23536,restaurant
45.4398283,9.2249661,fast_food
45.437266,9.2179312,restaurant
45.4577884,9.2059747,restaurant
45.4579453,9.2133376,restaurant
45.4533983,9.2126084,telephone
45.4542659,9.2134601,pub
45.4577142,9.2061319,restaurant
45.453058,9.2124913,pub
45.4639062,9.2237166,fuel
45.4512965,9.2411843,fuel
45.435771,9.2405653,bicycle_parking
45.4361935,9.2438134,drinking_water
45.435368,9.2394585,bicycle_parking
45.4359043,9.2408875,restaurant
45.4317613,9.2438025,bar
45.4322105,9.2445681,ice_cream
45.4369428,9.21786,bicycle_rental
45.4307052,9.245667,bar
45.4308903,9.2459102,bar
45.4307541,9.2457591,restaurant
45.4322025,9.2416401,bar
45.4371435,9.2176254,bicycle_parking
45.433684,9.2332215,cafe
45.4473755,9.2109148,bar
45.4537176,9.2247569,fast_food
45.4522853,9.2213678,restaurant
45.4424153,9.2184551,post_box
45.4674789,9.2073149,bank
45.4411685,9.2143615,bank
45.4404402,9.2178421,police
45.4413117,9.2210805,bank
45.4600756,9.2101605,restaurant
45.4362644,9.2408491,cafe
45.4363726,9.2407931,restaurant
45.4365841,9.2413322,restaurant
45.4375483,9.2434822,restaurant
45.4516057,9.2052834,restaurant
45.4478691,9.223651,fuel
45.4623136,9.2235532,bar
45.4397339,9.2238224,bicycle_rental
45.4372437,9.2242708,bicycle_rental
45.4653767,9.2085752,restaurant
45.4393375,9.2159285,cafe
45.4620121,9.2234863,pharmacy
45.4620149,9.2233404,ice_cream
45.4619002,9.2220382,cafe
45.4399311,9.2187779,social_facility
45.4421132,9.2258066,clock
45.4440657,9.2254016,post_box
45.4381305,9.2437817,dentist
45.4662747,9.2298953,dentist
45.4482727,9.2514916,drinking_water
45.465685,9.2642094,bicycle_parking
45.4378712,9.2200003,restaurant
45.4379596,9.2201049,bicycle_repair_station
45.4521891,9.203114,cafe
45.4505008,9.2219715,restaurant
45.4516608,9.2164912,restaurant
45.4507467,9.223407,bar
45.4553591,9.2084574,cafe
45.4624092,9.2128584,restaurant
45.4659757,9.2105595,restaurant
45.456162,9.2383724,restaurant
45.434449,9.2237501,cafe
45.4271749,9.2502348,fast_food
45.4269549,9.2505194,restaurant
45.4505125,9.2248303,bicycle_rental
45.4446472,9.2236501,bicycle_rental
45.4503394,9.2145883,bicycle_rental
45.4521326,9.2086485,bicycle_rental
45.453444,9.2124747,bicycle_rental
45.4582324,9.2130929,bicycle_rental
45.4646324,9.2113817,bicycle_rental
45.4654338,9.2146204,bicycle_rental
45.433487,9.2376169,cafe
45.4526007,9.2211813,bicycle_rental
45.4610515,9.2112647,bench
45.4610534,9.2112016,bench
45.4610268,9.2112645,bench
45.4610287,9.2112001,bench
45.4611688,9.211133,bench
45.4611096,9.211133,bench
45.4611707,9.2110928,bench
45.4611096,9.2110928,bench
45.4609873,9.2111062,bench
45.4609845,9.2111773,bench
45.4594568,9.2153592,bench
45.4594207,9.2151446,bench
45.4591193,9.2155136,bicycle_parking
45.4590925,9.2154777,bicycle_parking
45.4590824,9.2154549,bicycle_parking
45.4591038,9.2154958,bicycle_parking
45.4614639,9.2159022,bench
45.4614244,9.2158499,bench
45.4613745,9.2158157,bench
45.4617245,9.2158633,bench
45.4618081,9.2158207,bench
45.4618091,9.2158655,bench
45.4609319,9.2154114,bench
45.4608936,9.2153323,bench
45.4607182,9.2157284,bench
45.460666,9.2156832,bench
45.4609452,9.2155126,bench
45.4608366,9.2152811,bench
45.4608765,9.2156979,bench
45.4606144,9.2155597,bench
45.4607229,9.215279,bench
45.4606548,9.2153423,bench
45.4615808,9.2149579,bench
45.4620728,9.2142698,cafe
45.4620869,9.2142175,vending_machine
45.4628716,9.2169766,restaurant
45.4631563,9.2244805,bar
45.4610525,9.228,restaurant
45.4335249,9.2387605,recycling
45.4336076,9.2387287,vending_machine
45.4336951,9.2386977,recycling
45.4334645,9.2386506,restaurant
45.4335424,9.2385377,recycling
45.4335019,9.2383062,vending_machine
45.4337404,9.2383037,vending_machine
45.4665228,9.2151157,restaurant
45.4617482,9.2135623,cafe
45.4610738,9.2097855,restaurant
45.4620195,9.2180467,restaurant
45.4337237,9.2385802,vending_machine
45.4337597,9.2385492,police
45.4619849,9.2192264,restaurant
45.4516528,9.2516587,post_box
45.4510834,9.2524267,post_office
45.4520996,9.2532855,cafe
45.4529681,9.2541665,parcel_locker
45.4492109,9.2181375,bicycle_rental
45.4557169,9.2202947,bicycle_rental
45.4619664,9.2200229,motorcycle_parking
45.4640192,9.2280786,restaurant
45.4479684,9.2213265,restaurant
45.4439425,9.2238203,parcel_locker
45.4666967,9.2095061,restaurant
45.4488307,9.2195297,cafe
45.4491641,9.2185753,bar
45.4504171,9.2203965,bar
45.4522782,9.2215138,bar
45.4538348,9.2202182,restaurant
45.4522973,9.2214517,fast_food
45.4536797,9.2205159,telephone
45.4522994,9.2211207,bar
45.4522867,9.2195184,bar
45.4536593,9.2207679,clock
45.4536994,9.2198481,bank
45.452453,9.2207625,telephone
45.4524345,9.2207669,telephone
45.4576362,9.2205413,ice_cream
45.4576633,9.2207866,bar
45.4576441,9.2215166,restaurant
45.4670297,9.210384,restaurant
45.45211,9.2161742,bar
45.4438762,9.2245407,cafe
45.4627906,9.2119283,restaurant
45.4660552,9.2108805,restaurant
45.4582919,9.2128212,restaurant
45.4660579,9.2101463,cafe
45.462951,9.2353369,restaurant
45.456917,9.2167686,restaurant
45.4502754,9.2121623,ice_cream
45.448817,9.2109804,fast_food
45.4491629,9.2112593,bar
45.4500661,9.2119721,restaurant
45.4261437,9.2529342,bench
45.4262275,9.2531059,bench
45.4271169,9.2519632,bench
45.4270868,9.2518855,bench
45.4271301,9.2517594,bench
45.4271376,9.251864,waste_basket
45.4263528,9.2534293,waste_basket
45.4274181,9.2515019,bench
45.4272543,9.252068,waste_basket
45.4273485,9.2513356,waste_basket
45.4271357,9.2516254,waste_basket
45.4271583,9.2520251,bench
45.4273917,9.2514457,waste_basket
45.4274802,9.2516172,bench
45.4261569,9.2528484,waste_basket
45.426891,9.2518452,waste_basket
45.4261795,9.2530012,waste_basket
45.427228,9.2519337,bench
45.4273748,9.2513946,bench
45.4271847,9.251864,bench
45.4271602,9.2521268,bench
45.4576286,9.2219841,waste_basket
45.4488995,9.2209163,vending_machine
45.4569902,9.221916,clock
45.4565316,9.2234831,waste_basket
45.4561017,9.2229125,clock
45.4554008,9.2236474,vending_machine
45.4544648,9.2220421,vending_machine
